handle,tweet
realDonaldTrump,"Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity- today in Miami."
realDonaldTrump,Another new Iowa poll just released. Thank you! <hashtag>IACaucus <hashtag>FITN <url>
HillaryClinton,"“In the first 100 days, we’ll put forward a comprehensive immigration reform package that includes a path to citizenship.” — <mention> TimKaine"
HillaryClinton,"""They were sons and daughters, brothers and sisters, and...they all had a lot more to give."" —Hillary on the Orlando victims"
realDonaldTrump,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' <url>
realDonaldTrump,"Senator Sessions will serve as the
Chairman of my National Security
Advisory Committee. <url>"
HillaryClinton,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: <url>"
HillaryClinton,Hillary's statement on the shooting in Baton Rouge. <url>
HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” <url>"
realDonaldTrump,I am on  <mention> foxandfriends at 7:00 A.M. ENJOY!
realDonaldTrump,""" <mention> FreemarketSara: Trump's Historic 13 Million Primary Votes - A Record ... Congratulations  <mention> realDonaldTrump <url>"""
HillaryClinton,"""We must stand against hate wherever it rears its ugly head."" —Hillary in 2000
<url>"
HillaryClinton,"Thank you,  <mention> ddlovato, for describing your experience dealing with mental illness with such courage. <hashtag>DemsInPhilly <url>"
realDonaldTrump,How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!
HillaryClinton,Thousands of families are together thanks to  <mention> POTUS's action on DACA 4 years ago. We need to protect DACA/DAPA and pass immigration reform.
realDonaldTrump,""" <mention> DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner <url>"""
realDonaldTrump,"Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!"
HillaryClinton,Some on the other side may say our best days are behind us. Let's prove them wrong. <url>
HillaryClinton,“I’m Hillary Clinton and I’ve always approved this message.” <url>
realDonaldTrump,""" <mention> DumpFoxNews:  <mention> FoxNews  <mention> megynkelly  If media wasn't so biased against Trump, he would've won all of the delegates."
realDonaldTrump,Massive crowd in VT tonight. Venue not big enough. Officials say NO to outside event and sound system. Arrive early!
realDonaldTrump,"By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VETS."
realDonaldTrump,". <mention> BrentBozell, one of the National Review lightweights, came to my office begging for money like a dog. Why doesn't he say that?"
HillaryClinton,"No child should ever have to grow up in poverty, yet far too many do. We have to do better. Here's how: <url>"
realDonaldTrump,"Wow, just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?"
realDonaldTrump,"I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!"
HillaryClinton,"“Our forefathers gathered in this very city, and they declared before the world that would be a free and independent nation."" —Sen. Booker"
HillaryClinton,. <mention> iamwill Yes. <url>
HillaryClinton,"""Republican senators...once they've made sure nobody is listening, will tell you how fantastic a senator that Hillary Clinton was.” —Tim"
HillaryClinton,"""If you believe we should expand Social Security and protect a woman's right to make her own heath care decisions, join us!” —Hillary"
HillaryClinton,"Republicans agree: Donald Trump is reckless, dangerous, and divisive. <url>"
HillaryClinton,"""I am here to tell you that Hillary Clinton is as tough as they come."" — <mention> MartinOMalley <hashtag>DemsInPhilly"
realDonaldTrump,"The Bernie Sanders supporters are furious with the choice of Tim Kaine, who represents the opposite of what Bernie stands for. Philly fight?"
HillaryClinton,"Lying about veterans, his business, and his own words—and that wasn't even the worst thing Trump said this week. <url>"
realDonaldTrump,"Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership."
HillaryClinton,"""You can go to <url>"
HillaryClinton,Trump painting the entire African American community as living in poverty with no jobs shows he's completely out of touch with us.
HillaryClinton,"""No matter where life takes me I always remember I am the granddaughter of a factory worker and the daughter of a small business owner."""
realDonaldTrump,Thank you North Carolina! <hashtag>MAGA <url>
HillaryClinton,"So proud of you, Mom &amp; grateful little girls can grow up knowing they can run for president  <url>"
realDonaldTrump,I will be interviewed on  <mention> NewDay  <mention> CNN at 7:00 A.M.
realDonaldTrump,Watch this clip from earlier this year. Time &amp; time again I have been right about terrorism. It’s time to get tough! <url>
realDonaldTrump,"Why would Texans vote for ""liar"" Ted Cruz when he was born in Canada, lived there for 4 years-and remained a Canadian citizen until recently"
realDonaldTrump,I am interviewed on This Week on  <mention> ABC this morning. Enjoy!
realDonaldTrump,FLORIDA: Do not miss this opportunity to <hashtag>MakeAmericaGreatAgain! Thank you  <mention> IvankaTrump: <url>
realDonaldTrump,Thank you to  <mention> jdickerson and  <mention> FaceTheNation for a very fair and professional interview this morning. No wonder you are <hashtag>1 in the ratings!
HillaryClinton,"As Trump meets with President Peña Nieto, a helpful refresher on some of the things he’s said about Mexico: <url>"
realDonaldTrump,Big Republican Dinner tonight at Mar-a-Lago in Palm Beach. I will be there!
realDonaldTrump,"It's time for Ted Cruz to either settle his problem with the FACT that he was born in Canada and was a citizen of Canada, or get out of race"
HillaryClinton,"The U.S. presidency isn't an entry-level job.

How Hillary's time as our secretary of state shows she's ready: <url>"
HillaryClinton,The Trump Marina Hotel Casino in Atlantic City was sold just a few years ago at a huge loss.
realDonaldTrump,Congratulations to  <mention> jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!
HillaryClinton,"""Donald Trump has no clue what it takes to lead this great country.” — <mention> JoeBiden"
HillaryClinton,"""I would borrow knowing that if the economy crashed, I could make a deal."" — <mention> realDonaldTrump
<url>"
HillaryClinton,"These headlines on Trump's lies are from just one week of his campaign.

Imagine four years of his presidency. <url>"
realDonaldTrump,My experience in Iowa was a great one. I started out with all of the experts saying I couldn't do well there and ended up in 2nd place. Nice
realDonaldTrump,"Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!"
realDonaldTrump,"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls"
realDonaldTrump,"Amazing crowd last night in Dallas - more spirit and passion than ever before. Today, all over the great State of Texas!"
realDonaldTrump,I have been consistent in my opposition to Common Core. Get rid of Common Core--- keep education local!
realDonaldTrump,"Wow, big lines in Kansas."
realDonaldTrump,"<hashtag>EndCommonCore <hashtag>Trump2016
Video: <url>"
realDonaldTrump,Cruz going down fast in recent polls- dropping like a rock. Lies never work!
HillaryClinton,Getting ready. <url>
realDonaldTrump,<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016 <url>
HillaryClinton,The presidency isn't a reality show—it's as real as it gets. Make sure you're registered to vote:… <url>
HillaryClinton,"“Race still plays a significant role in determining who gets ahead in America and who gets left behind."" —Hillary"
HillaryClinton,"Aplaudo al 5to Circuito por bloquear la ley de ID del votante en Texas, de las más restrictivas. Facilitemos el voto, no lo dificultemos.-H"
HillaryClinton,"""Remember what the president said last night: Don’t boo, vote!” —Hillary: <url>"
realDonaldTrump,"Will be on  <mention> seanhannity tonight at 10pm, hosted by  <mention> GovMikeHuckabee. Enjoy!"
realDonaldTrump,Just won a big federal lawsuit similar in certain ways to the Trump U case but the press refuses to write about it. If I lost-monster story!
HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. <hashtag>DebateNight <url>
realDonaldTrump,Why would the people of Florida vote for Marco Rubio when he defrauded them by agreeing to represent them as their Senator and then quit!
realDonaldTrump,"Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!"
HillaryClinton,"We’re flattered,  <mention> AP, but we've got primaries to win. CA, MT, NM, ND, NJ, SD, vote tomorrow! <url>"
realDonaldTrump,"Explain to  <mention> brithume and  <mention> megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!"
realDonaldTrump,"Ted Cruz said he ""didn't know"" that he was a Canadian Citizen. He also FORGOT to file his Goldman Sachs Million $ loan papers.Not believable"
realDonaldTrump,"THANK YOU Daytona Beach, Florida!
<hashtag>MakeAmericaGreatAgain <url>"
HillaryClinton,We just won Kentucky! Thanks to everyone who turned out. We’re always stronger united. <url>
realDonaldTrump,""" <mention> jojo2foxy: TRUMP IS UNSTOPPABLE....HE IS WHAT COMMON SENSE AMERICANS WANT WHETHER REPUBLICAN, INDEPENDENT OR A REAGAN DEMOCRAT."
realDonaldTrump,"Join me in Houston, Texas tomorrow night at 7pm! Tickets: <url>"
realDonaldTrump,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!"
realDonaldTrump,"Great job  <mention> IvankaTrump! <hashtag>RNCinCLE
<url>"
realDonaldTrump,""" <mention> roadsho: Challenge to all WI gun owners. Vote  <mention> realDonaldTrump.The only candidate that will protect your rights! <url>"
HillaryClinton,"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home.

We have to fix this."
realDonaldTrump,""" <mention> Don_Vito_08: Thank You Mr. Trump for Standing up for Our Country! <hashtag>VoteTrump2016 JOIN ME ON THE <hashtag>TrumpTrain🚂 <url>"""
realDonaldTrump,"A number of months ago, I was not expected to win South Carolina,Ted Cruz was, and yet I won in a landslide - every group and category. WIN!"
realDonaldTrump,""" <mention> SCNAK45:  <mention> megynkelly is trying so hard to bash  <mention> realDonaldTrump it's ridiculous"" Don't worry, everyone is wise to Crazy Megyn!"
HillaryClinton,"""Everywhere I go, people tell me how concerned they are by the divisive rhetoric coming from my opponent in this election."" —Hillary"
HillaryClinton,We will fight climate change by making America the clean energy superpower of the 21st century: <url>
